country,year,fertility,gdp_capita,life_expectancy,population
Qatar,1985,4.93,76400,69.6,371000
Romania,1985,2.27,12700,69.8,23100000
Russia,1985,2.05,20700,68.5,143000000
Rwanda,1985,8.18,997,52.6,6150000
Samoa,1985,5.62,3640,69.9,160000
Sao Tome and Principe,1985,6.1,2490,62.4,105000
Saudi Arabia,1985,6.65,43000,71.6,13100000
Senegal,1985,7.06,2230,56.4,6470000
Serbia,1985,2.29,16800,70.4,9250000
Seychelles,1985,3.19,11300,71.1,69800
Sierra Leone,1985,6.73,1300,48.7,3810000
Singapore,1985,1.61,24800,73.8,2710000
Slovak Republic,1985,2.22,13500,70.7,5170000
Slovenia,1985,1.8,21100,72.0,1950000
Solomon Islands,1985,6.28,1540,59.8,271000
Somalia,1985,7.15,919,49.7,6650000
South Africa,1985,4.32,10200,62.6,32700000
South Korea,1985,1.84,7620,70.0,40800000
South Sudan,1985,6.81,2180,51.0,5220000
Spain,1985,1.63,18000,76.3,38700000
Sri Lanka,1985,2.9,3240,68.5,16200000
St. Lucia,1985,3.89,6500,69.0,126000
St. Vincent and the Grenadines,1985,3.33,4400,70.7,105000
Sudan,1985,6.47,1860,50.6,17200000
Suriname,1985,3.38,11200,67.5,369000
Sweden,1985,1.74,28300,77.0,8360000
Switzerland,1985,1.54,44200,77.3,6440000
Syria,1985,6.36,4660,68.9,10600000
Tajikistan,1985,5.57,4240,65.8,4540000
Tanzania,1985,6.47,1480,56.4,21600000
Thailand,1985,2.57,4360,68.9,52000000
Timor-Leste,1985,5.34,2080,56.5,657000
Togo,1985,6.87,1310,56.9,3250000
Tonga,1985,5.13,3630,69.0,93900
Trinidad and Tobago,1985,3.06,12800,69.8,1170000
Tunisia,1985,4.43,5310,70.6,7330000
Turkey,1985,3.74,9120,66.5,49100000
Turkmenistan,1985,4.65,8710,65.2,3240000
Uganda,1985,7.1,756,48.4,14600000
Ukraine,1985,2.0,10700,69.9,50900000
United Arab Emirates,1985,5.14,127000,70.9,1370000
United Kingdom,1985,1.81,22900,74.7,56400000
United States,1985,1.84,32900,74.9,240000000
Uruguay,1985,2.53,8540,71.8,3010000
Uzbekistan,1985,4.59,3580,68.7,18100000
Vanuatu,1985,5.21,2680,62.0,130000
Venezuela,1985,3.79,14700,71.2,17300000
Vietnam,1985,4.21,1320,67.2,60900000
Yemen,1985,8.87,3540,56.5,9570000
Zambia,1985,6.75,2290,54.6,6920000
Zimbabwe,1985,6.22,2680,62.3,8880000
Afghanistan,1986,7.46,2620,43.4,11700000
Albania,1986,3.22,4330,72.6,3040000
Algeria,1986,5.63,11600,69.5,23100000
Angola,1986,7.37,3760,47.9,10300000
Antigua and Barbuda,1986,2.08,13200,73.3,61800
Argentina,1986,3.07,12800,71.8,30700000
Armenia,1986,2.52,4210,71.0,3390000
Australia,1986,1.87,26600,75.8,15900000
Austria,1986,1.45,27700,74.6,7630000
Azerbaijan,1986,3.22,10400,67.1,6780000
Bahamas,1986,2.79,30000,69.9,239000
Bahrain,1986,4.25,37000,71.1,433000
Bangladesh,1986,5.33,1240,56.4,93200000
Barbados,1986,1.81,13000,73.5,257000
Belarus,1986,2.1,8270,71.9,9970000
Belgium,1986,1.56,26800,74.9,9930000
Belize,1986,4.89,3710,71.6,170000
Benin,1986,6.94,1510,54.0,4400000
Bhutan,1986,6.23,1580,57.2,479000
Bolivia,1986,5.07,3490,58.8,6310000
Bosnia and Herzegovina,1986,1.9,3580,72.8,4440000
Botswana,1986,5.24,5530,63.4,1110000
Brazil,1986,3.31,10900,66.4,138000000
Brunei,1986,3.76,92000,69.6,231000
Bulgaria,1986,1.98,10700,71.8,8970000
Burkina Faso,1986,7.12,919,50.4,7930000
Burundi,1986,7.51,983,48.4,4890000
Cambodia,1986,6.23,969,54.7,7960000
Cameroon,1986,6.67,4120,57.1,10400000
Canada,1986,1.61,29800,76.6,26100000
Cape Verde,1986,5.78,1650,68.4,317000
Central African Republic,1986,5.93,1120,48.8,2600000
Chad,1986,7.16,1030,52.5,5250000
Chile,1986,2.65,7310,72.6,12400000
China,1986,2.68,1550,68.0,1100000000
Colombia,1986,3.32,7100,70.6,30600000
Comoros,1986,6.36,2580,56.5,366000
"Congo, Dem. Rep.",1986,6.9,1580,54.4,30700000
"Congo, Rep.",1986,5.68,5670,54.7,2110000
Costa Rica,1986,3.37,7200,76.0,2810000
Cote d'Ivoire,1986,6.93,4260,56.2,10300000
Croatia,1986,1.89,19500,71.5,4740000
Cuba,1986,1.84,7390,74.6,10200000
Cyprus,1986,2.46,17100,75.3,712000
Czech Republic,1986,1.91,18500,70.9,10300000
Denmark,1986,1.48,32900,74.7,5110000
Djibouti,1986,6.21,3580,60.1,454000
Dominican Republic,1986,3.78,5190,71.1,6600000
Ecuador,1986,4.12,7700,70.8,9290000
Egypt,1986,5.29,5860,61.0,50600000
El Salvador,1986,4.32,4470,65.5,5000000
Equatorial Guinea,1986,5.96,2130,49.4,369000
Eritrea,1986,6.6,1180,47.4,2060000
Estonia,1986,2.19,13700,70.7,1540000
Eswatini,1986,6.19,4690,60.4,724000
Ethiopia,1986,7.42,672,46.9,42000000
Fiji,1986,3.57,5100,67.9,719000
Finland,1986,1.6,25200,74.8,4930000
France,1986,1.83,26400,76.0,55500000
Gabon,1986,5.65,20100,60.5,850000
Gambia,1986,6.19,1490,59.0,791000
Georgia,1986,2.27,9560,70.3,5270000
Germany,1986,1.44,30500,74.7,77800000
Ghana,1986,6.03,1740,58.5,13200000
Greece,1986,1.71,19300,76.8,10000000
Grenada,1986,4.2,5360,68.7,100000
Guatemala,1986,5.76,5050,61.3,8440000
Guinea,1986,6.64,1250,50.3,5630000
Guinea-Bissau,1986,6.73,1440,47.3,893000
Guyana,1986,3.26,3120,65.5,764000
Haiti,1986,5.92,2300,53.2,6480000
Honduras,1986,5.55,3180,67.4,4410000
Hungary,1986,1.79,17600,69.2,10500000
Iceland,1986,2.14,28200,77.2,244000
India,1986,4.4,1580,57.8,802000000
Indonesia,1986,3.61,3750,62.4,168000000
Iran,1986,6.01,11900,68.0,49300000
Iraq,1986,6.16,18800,60.2,15900000
Ireland,1986,2.34,17200,74.0,3520000
Israel,1986,3.07,18900,76.2,4100000
Italy,1986,1.38,27600,76.0,57000000
Jamaica,1986,3.22,5920,73.5,2360000
Japan,1986,1.69,25400,78.4,123000000
Jordan,1986,6.38,8560,69.0,3020000
Kazakhstan,1986,3.05,12700,68.6,15900000
Kenya,1986,6.76,2210,63.1,20600000
Kiribati,1986,4.87,1990,58.2,65500
Kuwait,1986,4.07,55500,73.7,1830000
Kyrgyz Republic,1986,4.1,3420,66.4,4080000
Lao,1986,6.34,1630,50.6,3790000
Latvia,1986,2.16,13300,71.0,2600000
Lebanon,1986,3.38,9920,65.7,2660000
Lesotho,1986,5.24,1120,59.9,1560000
Liberia,1986,6.82,1130,51.6,2160000
Libya,1986,6.02,25000,71.7,3990000
Lithuania,1986,2.06,15200,72.3,3590000
Luxembourg,1986,1.46,44600,74.4,369000
Madagascar,1986,6.31,1650,53.8,10400000
Malawi,1986,7.39,818,49.7,7670000
Malaysia,1986,3.76,8340,70.5,16000000
Maldives,1986,6.97,4960,59.4,196000
Mali,1986,7.15,1180,48.1,7950000
Malta,1986,1.99,12600,75.0,349000
Mauritania,1986,6.21,2810,58.9,1830000
Mauritius,1986,2.26,5980,68.7,1020000
Mexico,1986,3.9,12700,69.7,77600000
"Micronesia, Fed. Sts.",1986,5.45,2630,62.9,87900
Moldova,1986,2.65,7760,67.8,4250000
Mongolia,1986,5.14,5260,60.2,1980000
Montenegro,1986,2.14,21900,73.7,616000
Morocco,1986,4.75,3820,64.6,23000000
Mozambique,1986,6.33,316,46.6,12800000
Myanmar,1986,4.06,885,54.5,38700000
Namibia,1986,5.76,6230,61.3,1240000
Nepal,1986,5.43,1110,56.0,17200000
Netherlands,1986,1.55,29100,76.5,14600000
New Zealand,1986,2.16,24200,74.0,3290000
Nicaragua,1986,5.28,3970,65.3,3820000
Niger,1986,7.85,986,44.3,7120000
Nigeria,1986,6.66,2990,56.1,85800000
North Korea,1986,2.5,2560,71.5,19200000
North Macedonia,1986,2.34,11200,71.7,1990000
Norway,1986,1.71,43100,76.0,4170000
Oman,1986,8.1,35000,66.6,1560000
Pakistan,1986,6.37,2780,61.2,95200000
Palestine,1986,6.84,2680,70.6,1820000
Panama,1986,3.34,8320,75.5,2270000
Papua New Guinea,1986,5.11,2330,54.0,4190000
Paraguay,1986,4.9,7070,73.3,3780000
Peru,1986,4.25,6860,67.3,20200000
Philippines,1986,4.63,3640,66.5,55800000
Poland,1986,2.23,11600,71.2,37400000
Portugal,1986,1.71,15900,73.3,9930000
Qatar,1986,4.72,74500,70.0,398000
Romania,1986,2.25,13000,70.0,23200000
Russia,1986,2.18,21000,70.0,144000000
Rwanda,1986,8.04,1010,52.7,6440000
Samoa,1986,5.51,3820,70.1,161000
Sao Tome and Principe,1986,6.04,2280,62.8,107000
Saudi Arabia,1986,6.5,38500,71.7,13800000
Senegal,1986,6.96,2290,56.8,6670000
Serbia,1986,2.27,17300,70.5,9310000
Seychelles,1986,3.08,11300,70.8,69900
Sierra Leone,1986,6.73,1270,48.7,3920000
Singapore,1986,1.43,25300,74.3,2760000
Slovak Republic,1986,2.2,14100,70.9,5190000
Slovenia,1986,1.74,21700,72.4,1960000
Solomon Islands,1986,6.21,1790,59.2,279000
Somalia,1986,7.19,897,49.6,6740000
South Africa,1986,4.19,9990,63.0,33500000
South Korea,1986,1.73,8400,70.4,41300000
South Sudan,1986,6.82,2210,51.2,5330000
Spain,1986,1.55,18700,76.5,38900000
Sri Lanka,1986,2.8,3360,68.9,16400000
St. Lucia,1986,3.78,7530,69.3,128000
St. Vincent and the Grenadines,1986,3.23,4630,70.9,105000
Sudan,1986,6.4,1880,56.7,17800000
Suriname,1986,3.28,10900,67.5,374000
Sweden,1986,1.8,28900,77.1,8380000
Switzerland,1986,1.54,44600,77.5,6470000
Syria,1986,6.17,4280,69.1,11000000
Tajikistan,1986,5.54,4180,66.1,4690000
Tanzania,1986,6.42,1490,56.3,22300000
Thailand,1986,2.45,4540,69.5,53000000
Timor-Leste,1986,5.31,2180,57.5,672000
Togo,1986,6.78,1300,57.1,3360000
Tonga,1986,4.99,3700,69.4,94100
Trinidad and Tobago,1986,2.95,12200,69.9,1180000
Tunisia,1986,4.25,5100,71.0,7520000
Turkey,1986,3.6,9620,67.2,50100000
Turkmenistan,1986,4.6,8770,65.5,3320000
Uganda,1986,7.1,728,48.1,15100000
Ukraine,1986,1.99,10700,71.2,51100000
United Arab Emirates,1986,5.05,98000,71.0,1450000
United Kingdom,1986,1.82,23800,74.9,56500000
United States,1986,1.84,33700,75.0,243000000
Uruguay,1986,2.52,9230,72.1,3030000
Uzbekistan,1986,4.51,3380,69.1,18500000
Vanuatu,1986,5.14,2570,62.1,133000
Venezuela,1986,3.73,15200,71.7,17800000
Vietnam,1986,4.06,1330,67.6,62300000
Yemen,1986,8.86,3510,54.6,9940000
Zambia,1986,6.69,2220,54.0,7150000
Zimbabwe,1986,6.0,2670,62.7,9200000
Afghanistan,1987,7.46,2360,45.5,11600000
Albania,1987,3.16,4360,72.6,3120000
Algeria,1987,5.41,11200,70.2,23800000
Angola,1987,7.35,4130,47.7,10700000
Antigua and Barbuda,1987,2.07,14600,73.7,61700
Argentina,1987,3.06,12900,72.0,31200000
Armenia,1987,2.55,3920,71.2,3450000
Australia,1987,1.86,27400,76.0,16200000
Austria,1987,1.43,28200,75.0,7640000
Azerbaijan,1987,3.2,10700,67.2,6890000
Bahamas,1987,2.73,30300,70.2,243000
Bahrain,1987,4.13,36500,70.7,449000
Bangladesh,1987,5.13,1260,56.9,95700000
Barbados,1987,1.78,13400,73.5,258000
Belarus,1987,2.07,8300,72.0,10000000
Belgium,1987,1.56,27500,75.2,9940000
Belize,1987,4.77,4010,71.9,174000
Benin,1987,6.9,1440,54.5,4540000
Bhutan,1987,6.13,2000,57.9,494000
Bolivia,1987,5.03,3520,59.2,6440000
Bosnia and Herzegovina,1987,1.87,3420,73.0,4480000
Botswana,1987,5.04,5810,63.8,1150000
Brazil,1987,3.17,11100,66.7,141000000
Brunei,1987,3.72,89600,69.9,238000
Bulgaria,1987,1.94,10700,71.8,8960000
Burkina Faso,1987,7.09,877,50.5,8140000
Burundi,1987,7.53,999,48.6,5030000
Cambodia,1987,6.1,916,56.6,8200000
Cameroon,1987,6.63,3800,57.6,10700000
Canada,1987,1.62,30600,76.7,26400000
Cape Verde,1987,5.68,1660,68.9,321000
Central African Republic,1987,5.91,1040,48.6,2650000
Chad,1987,7.2,1040,51.3,5410000
Chile,1987,2.64,7660,73.1,12600000
China,1987,2.65,1600,68.3,1120000000
Colombia,1987,3.23,7320,70.6,31200000
Comoros,1987,6.14,2600,56.9,377000
"Congo, Dem. Rep.",1987,6.96,1570,54.3,31500000
"Congo, Rep.",1987,5.59,5520,54.6,2170000
Costa Rica,1987,3.33,7350,76.2,2880000
Cote d'Ivoire,1987,6.82,4050,55.9,10700000
Croatia,1987,1.84,19400,71.7,4760000
Cuba,1987,1.83,7120,74.6,10300000
Cyprus,1987,2.45,18200,75.1,723000
Czech Republic,1987,1.9,18900,71.1,10300000
Denmark,1987,1.5,32900,74.8,5120000
Djibouti,1987,6.19,3520,60.2,490000
Dominican Republic,1987,3.69,5450,71.1,6730000
Ecuador,1987,4.03,7040,69.6,9520000
Egypt,1987,5.18,5840,61.4,52000000
El Salvador,1987,4.22,4490,67.0,5070000
Equatorial Guinea,1987,5.97,2090,49.1,383000
Eritrea,1987,6.55,1310,47.8,2130000
Estonia,1987,2.17,13800,70.9,1550000
Eswatini,1987,6.06,4960,61.0,749000
Ethiopia,1987,7.39,712,47.5,43300000
Fiji,1987,3.51,4760,68.0,722000
Finland,1987,1.59,26200,74.8,4950000
France,1987,1.81,26900,76.3,55800000
Gabon,1987,5.61,16200,60.8,874000
Gambia,1987,6.16,1470,59.2,831000
Georgia,1987,2.26,9360,70.3,5330000
Germany,1987,1.43,30900,75.0,78000000
Ghana,1987,5.93,1780,58.7,13600000
Greece,1987,1.63,19200,76.9,10100000
Grenada,1987,4.15,6020,68.9,99400
Guatemala,1987,5.66,5020,62.0,8640000
Guinea,1987,6.64,1270,50.6,5800000
Guinea-Bissau,1987,6.72,1500,47.6,913000
Guyana,1987,3.19,3170,65.7,757000
Haiti,1987,5.8,2230,53.7,6620000
Honduras,1987,5.44,3250,67.9,4540000
Hungary,1987,1.81,18000,69.5,10500000
Iceland,1987,2.13,30600,77.3,247000
India,1987,4.31,1620,58.3,820000000
Indonesia,1987,3.47,3870,62.6,172000000
Iran,1987,5.76,11400,68.1,51200000
Iraq,1987,6.11,18700,60.5,16300000
Ireland,1987,2.23,18000,74.3,3520000
Israel,1987,3.06,20000,76.4,4170000
Italy,1987,1.36,28400,76.3,57000000
Jamaica,1987,3.14,6360,74.0,2380000
Japan,1987,1.66,26400,78.7,123000000
Jordan,1987,6.15,8420,69.6,3130000
Kazakhstan,1987,3.02,12500,68.8,16000000
Kenya,1987,6.6,2260,62.9,21400000
Kiribati,1987,4.83,1880,58.1,67200
Kuwait,1987,3.78,51000,74.1,1940000
Kyrgyz Republic,1987,4.07,3280,66.6,4160000
Lao,1987,6.31,1560,50.9,3910000
Latvia,1987,2.14,13200,71.1,2630000
Lebanon,1987,3.28,11300,55.4,2670000
Lesotho,1987,5.17,1110,60.0,1600000
Liberia,1987,6.75,1260,51.8,2150000
Libya,1987,5.79,20800,68.9,4110000
Lithuania,1987,2.05,15400,72.0,3630000
Luxembourg,1987,1.47,45900,74.6,371000
Madagascar,1987,6.27,1640,54.0,10600000
Malawi,1987,7.29,791,49.5,8140000
Malaysia,1987,3.7,8600,70.7,16500000
Maldives,1987,6.78,5190,61.0,203000
Mali,1987,7.16,1190,48.4,8060000
Malta,1987,2.01,13100,75.6,353000
Mauritania,1987,6.17,2830,59.3,1880000
Mauritius,1987,2.27,6520,69.0,1030000
Mexico,1987,3.79,12800,70.2,79200000
"Micronesia, Fed. Sts.",1987,5.3,2620,63.1,90000
Moldova,1987,2.63,7730,68.4,4290000
Mongolia,1987,4.91,5300,60.7,2030000
Montenegro,1987,2.12,20800,73.8,617000
Morocco,1987,4.57,3630,65.1,23400000
Mozambique,1987,6.31,335,46.8,12800000
Myanmar,1987,3.89,828,54.7,39400000
Namibia,1987,5.63,6320,61.7,1290000
Nepal,1987,5.37,1100,56.6,17600000
Netherlands,1987,1.56,29300,76.7,14700000
New Zealand,1987,2.24,24200,74.2,3310000
Nicaragua,1987,5.1,3840,65.4,3910000
Niger,1987,7.82,930,44.8,7330000
Nigeria,1987,6.63,2910,55.9,88000000
North Korea,1987,2.43,2550,71.5,19400000
North Macedonia,1987,2.3,11000,71.6,1990000
Norway,1987,1.75,43400,76.0,4190000
Oman,1987,7.93,36400,67.2,1620000
Pakistan,1987,6.31,2860,61.2,98300000
Palestine,1987,6.8,2500,70.5,1880000
Panama,1987,3.26,8410,75.7,2320000
Papua New Guinea,1987,5.02,2360,54.2,4290000
Paraguay,1987,4.82,7240,73.7,3890000
Peru,1987,4.14,7300,68.1,20700000
Philippines,1987,4.55,3700,66.6,57300000
Poland,1987,2.2,11400,71.2,37500000
Portugal,1987,1.65,17000,73.6,9910000
Qatar,1987,4.52,69800,70.5,422000
Romania,1987,2.19,13000,69.4,23300000
Russia,1987,2.23,20900,70.2,145000000
Rwanda,1987,7.86,979,52.4,6780000
Samoa,1987,5.4,3820,70.3,161000
Sao Tome and Principe,1987,5.99,2160,63.1,110000
Saudi Arabia,1987,6.34,38500,71.8,14400000
Senegal,1987,6.85,2320,57.2,6880000
Serbia,1987,2.24,16900,70.6,9350000
Seychelles,1987,2.99,11700,70.6,69900
Sierra Leone,1987,6.73,1280,49.1,4040000
Singapore,1987,1.62,27700,74.7,2820000
Slovak Republic,1987,2.17,14400,70.9,5220000
Slovenia,1987,1.67,21500,72.5,1980000
Solomon Islands,1987,6.14,1790,60.0,287000
Somalia,1987,7.24,979,50.1,6860000
South Africa,1987,4.06,9980,63.6,34300000
South Korea,1987,1.65,9270,70.8,41700000
South Sudan,1987,6.82,2220,51.5,5420000
Spain,1987,1.49,20000,76.7,39000000
Sri Lanka,1987,2.7,3350,68.9,16600000
St. Lucia,1987,3.68,7690,69.6,131000
St. Vincent and the Grenadines,1987,3.14,4640,70.9,106000
Sudan,1987,6.34,1880,56.9,18300000
Suriname,1987,3.19,10000,67.8,381000
Sweden,1987,1.84,29700,77.2,8420000
Switzerland,1987,1.55,44600,77.6,6510000
Syria,1987,5.96,4210,69.3,11400000
Tajikistan,1987,5.5,3930,66.3,4840000
Tanzania,1987,6.38,1520,56.0,23000000
Thailand,1987,2.35,4900,69.9,53900000
Timor-Leste,1987,5.27,2280,58.6,686000
Togo,1987,6.67,1210,56.9,3470000
Tonga,1987,4.86,3800,69.6,94300
Trinidad and Tobago,1987,2.83,11500,69.9,1190000
Tunisia,1987,4.07,5320,71.4,7700000
Turkey,1987,3.46,10300,68.4,51100000
Turkmenistan,1987,4.56,8790,65.7,3410000
Uganda,1987,7.1,740,49.3,15600000
Ukraine,1987,1.96,10800,71.1,51200000
United Arab Emirates,1987,4.93,99100,71.0,1530000
United Kingdom,1987,1.83,24900,75.1,56700000
United States,1987,1.87,34600,75.1,245000000
Uruguay,1987,2.52,9870,72.3,3050000
Uzbekistan,1987,4.44,3220,69.3,19000000
Vanuatu,1987,5.08,2520,61.5,136000
Venezuela,1987,3.67,15300,71.6,18200000
Vietnam,1987,3.93,1340,67.9,63700000
Yemen,1987,8.83,3530,57.5,10300000
Zambia,1987,6.62,2200,53.4,7370000
Zimbabwe,1987,5.78,2560,62.8,9530000
Afghanistan,1988,7.46,2140,47.9,11600000
Albania,1988,3.11,4380,72.8,3200000
Algeria,1988,5.19,10700,70.8,24400000
Angola,1988,7.32,4650,47.5,11100000
Antigua and Barbuda,1988,2.06,15900,73.8,61800
Argentina,1988,3.04,12500,72.1,31700000
Armenia,1988,2.57,3690,54.9,3500000
Australia,1988,1.85,28100,76.3,16500000
Austria,1988,1.45,29100,75.3,7660000
Azerbaijan,1988,3.18,11100,67.1,7010000
Bahamas,1988,2.68,30500,70.5,247000
Bahrain,1988,4.0,36600,70.6,465000
Bangladesh,1988,4.93,1270,57.2,98200000
Barbados,1988,1.77,14000,73.6,259000
Belarus,1988,2.03,8210,71.9,10100000
Belgium,1988,1.57,28800,75.6,9960000
Belize,1988,4.67,4260,72.1,179000
Benin,1988,6.86,1440,54.9,4670000
Bhutan,1988,5.99,2050,58.6,510000
Bolivia,1988,4.99,3580,59.6,6580000
Bosnia and Herzegovina,1988,1.84,3240,73.2,4510000
Botswana,1988,4.85,6320,63.9,1200000
Brazil,1988,3.04,10800,67.1,144000000
Brunei,1988,3.67,86800,70.3,244000
Bulgaria,1988,1.9,10600,71.8,8940000
Burkina Faso,1988,7.06,920,50.4,8360000
Burundi,1988,7.53,1020,48.7,5170000
Cambodia,1988,5.94,905,57.2,8440000
Cameroon,1988,6.57,3540,57.8,11100000
Canada,1988,1.63,31600,76.9,26800000
Cape Verde,1988,5.57,1700,69.3,326000
Central African Republic,1988,5.88,1030,48.0,2690000
Chad,1988,7.24,1090,53.6,5590000
Chile,1988,2.61,8080,73.1,12800000
China,1988,2.59,1610,68.3,1140000000
Colombia,1988,3.14,7470,70.8,31800000
Comoros,1988,5.93,2650,57.5,388000
"Congo, Dem. Rep.",1988,7.02,1530,54.3,32400000
"Congo, Rep.",1988,5.5,5470,54.4,2230000
Costa Rica,1988,3.28,7420,76.3,2960000
Cote d'Ivoire,1988,6.71,3840,55.5,11100000
Croatia,1988,1.79,19200,72.0,4770000
Cuba,1988,1.81,7270,74.6,10400000
Cyprus,1988,2.44,19600,75.4,736000
Czech Republic,1988,1.88,19400,71.3,10300000
Denmark,1988,1.56,33300,74.9,5120000
Djibouti,1988,6.17,3540,60.2,529000
Dominican Republic,1988,3.61,5370,71.4,6860000
Ecuador,1988,3.95,7610,71.4,9760000
Egypt,1988,5.03,5920,63.1,53400000
El Salvador,1988,4.13,4480,68.4,5130000
Equatorial Guinea,1988,5.98,2010,48.9,395000
Eritrea,1988,6.5,1290,48.3,2190000
Estonia,1988,2.12,14500,70.8,1560000
Eswatini,1988,5.92,5090,61.4,774000
Ethiopia,1988,7.35,700,47.9,44800000
Fiji,1988,3.47,4840,67.9,723000
Finland,1988,1.7,27500,74.9,4960000
France,1988,1.79,28000,76.6,56100000
Gabon,1988,5.55,17900,60.5,898000
Gambia,1988,6.14,1480,59.5,873000
Georgia,1988,2.24,9890,70.2,5380000
Germany,1988,1.41,31800,75.2,78300000
Ghana,1988,5.82,1840,58.9,13900000
Greece,1988,1.57,20100,77.2,10100000
Grenada,1988,4.07,6330,69.0,98100
Guatemala,1988,5.57,5010,62.8,8840000
Guinea,1988,6.63,1320,50.9,5980000
Guinea-Bissau,1988,6.69,1570,48.0,933000
Guyana,1988,3.13,3080,65.8,751000
Haiti,1988,5.67,2250,54.1,6760000
Honduras,1988,5.33,3280,68.3,4680000
Hungary,1988,1.81,18600,69.6,10400000
Iceland,1988,2.14,30000,77.5,250000
India,1988,4.22,1760,58.7,837000000
Indonesia,1988,3.35,4030,63.1,175000000
Iran,1988,5.47,10500,68.0,53100000
Iraq,1988,6.04,14100,49.6,16600000
Ireland,1988,2.14,18900,74.5,3510000
Israel,1988,3.04,20100,76.7,4240000
Italy,1988,1.34,29600,76.6,57000000
Jamaica,1988,3.07,6530,74.4,2390000
Japan,1988,1.63,27900,78.9,124000000
Jordan,1988,5.93,8000,70.2,3260000
Kazakhstan,1988,2.98,13500,68.8,16200000
Kenya,1988,6.43,2310,62.9,22200000
Kiribati,1988,4.78,2170,58.2,69100
Kuwait,1988,3.48,50600,74.3,2030000
Kyrgyz Republic,1988,4.02,3520,66.5,4240000
Lao,1988,6.27,1480,51.2,4020000
Latvia,1988,2.1,13700,71.1,2650000
Lebanon,1988,3.18,7990,55.5,2680000
Lesotho,1988,5.09,1190,60.2,1630000
Liberia,1988,6.67,1400,52.1,2130000
Libya,1988,5.53,21700,71.8,4220000
Lithuania,1988,2.03,16600,72.1,3660000
Luxembourg,1988,1.5,50900,74.8,374000
Madagascar,1988,6.24,1620,54.4,11000000
Malawi,1988,7.18,759,49.2,8640000
Malaysia,1988,3.65,9160,70.9,17000000
Maldives,1988,6.55,5420,62.4,210000
Mali,1988,7.16,1180,48.8,8170000
Malta,1988,2.02,14200,76.0,356000
Mauritania,1988,6.13,2810,59.9,1930000
Mauritius,1988,2.29,6900,69.4,1040000
Mexico,1988,3.68,12700,70.5,80800000
"Micronesia, Fed. Sts.",1988,5.17,2720,63.3,92000
Moldova,1988,2.58,7670,68.4,4320000
Mongolia,1988,4.64,5420,60.9,2090000
Montenegro,1988,2.1,20100,74.0,616000
Morocco,1988,4.39,3890,65.5,23900000
Mozambique,1988,6.28,367,49.9,12800000
Myanmar,1988,3.73,717,54.7,40100000
Namibia,1988,5.49,6100,61.6,1340000
Nepal,1988,5.31,1150,57.1,18000000
Netherlands,1988,1.55,29900,76.9,14800000
New Zealand,1988,2.32,24200,74.5,3330000
Nicaragua,1988,4.93,3270,68.5,4000000
Niger,1988,7.8,959,45.4,7550000
Nigeria,1988,6.58,3130,55.7,90400000
North Korea,1988,2.37,2550,71.6,19700000
North Macedonia,1988,2.27,10600,71.6,2000000
Norway,1988,1.84,42700,76.2,4210000
Oman,1988,7.72,36200,67.7,1680000
Pakistan,1988,6.23,2950,61.3,101000000
Palestine,1988,6.77,2360,70.5,1950000
Panama,1988,3.19,7420,75.7,2370000
Papua New Guinea,1988,4.93,2390,54.3,4400000
Paraguay,1988,4.73,7560,74.0,4000000
Peru,1988,4.04,6560,68.9,21200000
Philippines,1988,4.48,3850,67.1,58800000
Poland,1988,2.16,11600,71.5,37700000
Portugal,1988,1.6,18300,73.8,9900000
Qatar,1988,4.33,69900,70.7,444000
Romania,1988,2.11,12900,69.7,23400000
Russia,1988,2.14,21100,70.1,146000000
Rwanda,1988,7.66,952,51.9,7090000
Samoa,1988,5.3,3740,70.4,161000
Sao Tome and Principe,1988,5.93,2140,63.2,113000
Saudi Arabia,1988,6.19,38100,71.9,15100000
Senegal,1988,6.74,2390,57.7,7090000
Serbia,1988,2.2,16600,70.8,9400000
Seychelles,1988,2.9,12200,70.7,69900
Sierra Leone,1988,6.73,1270,49.4,4160000
Singapore,1988,1.96,30200,75.0,2870000
Slovak Republic,1988,2.13,14700,71.0,5240000
Slovenia,1988,1.61,20800,73.1,1990000
Solomon Islands,1988,6.06,1800,60.0,295000
Somalia,1988,7.29,962,47.3,7010000
South Africa,1988,3.92,10200,64.3,35100000
South Korea,1988,1.6,10200,71.4,42100000
South Sudan,1988,6.81,2210,51.7,5490000
Spain,1988,1.43,21300,76.8,39000000
Sri Lanka,1988,2.62,3390,69.3,16900000
St. Lucia,1988,3.59,8750,69.9,133000
St. Vincent and the Grenadines,1988,3.07,5290,71.0,107000
Sudan,1988,6.27,1870,57.5,18900000
Suriname,1988,3.12,10700,67.9,389000
Sweden,1988,1.97,30200,77.3,8460000
Switzerland,1988,1.55,45500,77.7,6550000
Syria,1988,5.75,4610,69.5,11700000
Tajikistan,1988,5.43,4270,66.5,5000000
Tanzania,1988,6.33,1530,55.7,23700000
Thailand,1988,2.26,5480,70.2,54900000
Timor-Leste,1988,5.26,2380,59.0,702000
Togo,1988,6.56,1280,57.4,3580000
Tonga,1988,4.76,3700,69.8,94600
Trinidad and Tobago,1988,2.7,10900,70.0,1200000
Tunisia,1988,3.88,5210,71.8,7880000
Turkey,1988,3.33,10600,68.9,52100000
Turkmenistan,1988,4.5,9400,65.8,3490000
Uganda,1988,7.1,756,49.0,16200000
